Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
FBS,Food Balances (2010-),238,Ethiopia,5301,Domestic supply quantity,2501,Population,2010,2010,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),238,Ethiopia,5301,Domestic supply quantity,2501,Population,2011,2011,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),238,Ethiopia,5301,Domestic supply quantity,2501,Population,2012,2012,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),238,Ethiopia,5301,Domestic supply quantity,2501,Population,2013,2013,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),238,Ethiopia,5301,Domestic supply quantity,2501,Population,2014,2014,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),238,Ethiopia,5301,Domestic supply quantity,2501,Population,2015,2015,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),238,Ethiopia,5301,Domestic supply quantity,2501,Population,2016,2016,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),238,Ethiopia,5301,Domestic supply quantity,2501,Population,2017,2017,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),238,Ethiopia,5301,Domestic supply quantity,2501,Population,2018,2018,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),238,Ethiopia,5301,Domestic supply quantity,2501,Population,2019,2019,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),238,Ethiopia,5301,Domestic supply quantity,2501,Population,2020,2020,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),66,Fiji,511,Total Population - Both sexes,2501,Population,2010,2010,1000 No,860,X,Figure from international organizations
FBS,Food Balances (2010-),66,Fiji,511,Total Population - Both sexes,2501,Population,2011,2011,1000 No,863,X,Figure from international organizations
FBS,Food Balances (2010-),66,Fiji,511,Total Population - Both sexes,2501,Population,2012,2012,1000 No,865,X,Figure from international organizations
FBS,Food Balances (2010-),66,Fiji,511,Total Population - Both sexes,2501,Population,2013,2013,1000 No,866,X,Figure from international organizations
FBS,Food Balances (2010-),66,Fiji,511,Total Population - Both sexes,2501,Population,2014,2014,1000 No,866,X,Figure from international organizations
FBS,Food Balances (2010-),66,Fiji,511,Total Population - Both sexes,2501,Population,2015,2015,1000 No,869,X,Figure from international organizations
FBS,Food Balances (2010-),66,Fiji,511,Total Population - Both sexes,2501,Population,2016,2016,1000 No,872,X,Figure from international organizations
FBS,Food Balances (2010-),66,Fiji,511,Total Population - Both sexes,2501,Population,2017,2017,1000 No,877,X,Figure from international organizations
FBS,Food Balances (2010-),66,Fiji,511,Total Population - Both sexes,2501,Population,2018,2018,1000 No,883,X,Figure from international organizations
FBS,Food Balances (2010-),66,Fiji,511,Total Population - Both sexes,2501,Population,2019,2019,1000 No,889.95,X,Figure from international organizations
FBS,Food Balances (2010-),66,Fiji,511,Total Population - Both sexes,2501,Population,2020,2020,1000 No,896.45,X,Figure from international organizations
FBS,Food Balances (2010-),66,Fiji,5301,Domestic supply quantity,2501,Population,2010,2010,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),66,Fiji,5301,Domestic supply quantity,2501,Population,2011,2011,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),66,Fiji,5301,Domestic supply quantity,2501,Population,2012,2012,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),66,Fiji,5301,Domestic supply quantity,2501,Population,2013,2013,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),66,Fiji,5301,Domestic supply quantity,2501,Population,2014,2014,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),66,Fiji,5301,Domestic supply quantity,2501,Population,2015,2015,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),66,Fiji,5301,Domestic supply quantity,2501,Population,2016,2016,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),66,Fiji,5301,Domestic supply quantity,2501,Population,2017,2017,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),66,Fiji,5301,Domestic supply quantity,2501,Population,2018,2018,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),66,Fiji,5301,Domestic supply quantity,2501,Population,2019,2019,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),66,Fiji,5301,Domestic supply quantity,2501,Population,2020,2020,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),67,Finland,511,Total Population - Both sexes,2501,Population,2010,2010,1000 No,5366,X,Figure from international organizations
FBS,Food Balances (2010-),67,Finland,511,Total Population - Both sexes,2501,Population,2011,2011,1000 No,5390,X,Figure from international organizations
FBS,Food Balances (2010-),67,Finland,511,Total Population - Both sexes,2501,Population,2012,2012,1000 No,5415,X,Figure from international organizations
FBS,Food Balances (2010-),67,Finland,511,Total Population - Both sexes,2501,Population,2013,2013,1000 No,5439,X,Figure from international organizations
FBS,Food Balances (2010-),67,Finland,511,Total Population - Both sexes,2501,Population,2014,2014,1000 No,5461,X,Figure from international organizations
FBS,Food Balances (2010-),67,Finland,511,Total Population - Both sexes,2501,Population,2015,2015,1000 No,5481,X,Figure from international organizations
FBS,Food Balances (2010-),67,Finland,511,Total Population - Both sexes,2501,Population,2016,2016,1000 No,5498,X,Figure from international organizations
FBS,Food Balances (2010-),67,Finland,511,Total Population - Both sexes,2501,Population,2017,2017,1000 No,5511,X,Figure from international organizations
FBS,Food Balances (2010-),67,Finland,511,Total Population - Both sexes,2501,Population,2018,2018,1000 No,5523,X,Figure from international organizations
FBS,Food Balances (2010-),67,Finland,511,Total Population - Both sexes,2501,Population,2019,2019,1000 No,5532.16,X,Figure from international organizations
FBS,Food Balances (2010-),67,Finland,511,Total Population - Both sexes,2501,Population,2020,2020,1000 No,5540.72,X,Figure from international organizations
FBS,Food Balances (2010-),67,Finland,5301,Domestic supply quantity,2501,Population,2010,2010,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),67,Finland,5301,Domestic supply quantity,2501,Population,2011,2011,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),67,Finland,5301,Domestic supply quantity,2501,Population,2012,2012,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),67,Finland,5301,Domestic supply quantity,2501,Population,2013,2013,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),67,Finland,5301,Domestic supply quantity,2501,Population,2014,2014,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),67,Finland,5301,Domestic supply quantity,2501,Population,2015,2015,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),67,Finland,5301,Domestic supply quantity,2501,Population,2016,2016,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),67,Finland,5301,Domestic supply quantity,2501,Population,2017,2017,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),67,Finland,5301,Domestic supply quantity,2501,Population,2018,2018,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),67,Finland,5301,Domestic supply quantity,2501,Population,2019,2019,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),67,Finland,5301,Domestic supply quantity,2501,Population,2020,2020,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),68,France,511,Total Population - Both sexes,2501,Population,2010,2010,1000 No,63231,X,Figure from international organizations
FBS,Food Balances (2010-),68,France,511,Total Population - Both sexes,2501,Population,2011,2011,1000 No,63582,X,Figure from international organizations
FBS,Food Balances (2010-),68,France,511,Total Population - Both sexes,2501,Population,2012,2012,1000 No,63937,X,Figure from international organizations
FBS,Food Balances (2010-),68,France,511,Total Population - Both sexes,2501,Population,2013,2013,1000 No,64291,X,Figure from international organizations
FBS,Food Balances (2010-),68,France,511,Total Population - Both sexes,2501,Population,2014,2014,1000 No,66088,X,Figure from international organizations
FBS,Food Balances (2010-),68,France,511,Total Population - Both sexes,2501,Population,2015,2015,1000 No,66356,X,Figure from international organizations
FBS,Food Balances (2010-),68,France,511,Total Population - Both sexes,2501,Population,2016,2016,1000 No,66582,X,Figure from international organizations
FBS,Food Balances (2010-),68,France,511,Total Population - Both sexes,2501,Population,2017,2017,1000 No,66769,X,Figure from international organizations
FBS,Food Balances (2010-),68,France,511,Total Population - Both sexes,2501,Population,2018,2018,1000 No,66931,X,Figure from international organizations
FBS,Food Balances (2010-),68,France,511,Total Population - Both sexes,2501,Population,2019,2019,1000 No,65129.73,X,Figure from international organizations
FBS,Food Balances (2010-),68,France,511,Total Population - Both sexes,2501,Population,2020,2020,1000 No,65273.51,X,Figure from international organizations
FBS,Food Balances (2010-),68,France,5301,Domestic supply quantity,2501,Population,2010,2010,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),68,France,5301,Domestic supply quantity,2501,Population,2011,2011,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),68,France,5301,Domestic supply quantity,2501,Population,2012,2012,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),68,France,5301,Domestic supply quantity,2501,Population,2013,2013,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),68,France,5301,Domestic supply quantity,2501,Population,2014,2014,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),68,France,5301,Domestic supply quantity,2501,Population,2015,2015,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),68,France,5301,Domestic supply quantity,2501,Population,2016,2016,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),68,France,5301,Domestic supply quantity,2501,Population,2017,2017,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),68,France,5301,Domestic supply quantity,2501,Population,2018,2018,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),68,France,5301,Domestic supply quantity,2501,Population,2019,2019,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),68,France,5301,Domestic supply quantity,2501,Population,2020,2020,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),70,French Polynesia,511,Total Population - Both sexes,2501,Population,2010,2010,1000 No,266,X,Figure from international organizations
FBS,Food Balances (2010-),70,French Polynesia,511,Total Population - Both sexes,2501,Population,2011,2011,1000 No,268,X,Figure from international organizations
FBS,Food Balances (2010-),70,French Polynesia,511,Total Population - Both sexes,2501,Population,2012,2012,1000 No,269,X,Figure from international organizations
FBS,Food Balances (2010-),70,French Polynesia,511,Total Population - Both sexes,2501,Population,2013,2013,1000 No,270,X,Figure from international organizations
FBS,Food Balances (2010-),70,French Polynesia,511,Total Population - Both sexes,2501,Population,2014,2014,1000 No,272,X,Figure from international organizations
FBS,Food Balances (2010-),70,French Polynesia,511,Total Population - Both sexes,2501,Population,2015,2015,1000 No,273,X,Figure from international organizations
FBS,Food Balances (2010-),70,French Polynesia,511,Total Population - Both sexes,2501,Population,2016,2016,1000 No,275,X,Figure from international organizations
FBS,Food Balances (2010-),70,French Polynesia,511,Total Population - Both sexes,2501,Population,2017,2017,1000 No,276,X,Figure from international organizations
FBS,Food Balances (2010-),70,French Polynesia,511,Total Population - Both sexes,2501,Population,2018,2018,1000 No,278,X,Figure from international organizations
FBS,Food Balances (2010-),70,French Polynesia,511,Total Population - Both sexes,2501,Population,2019,2019,1000 No,279.29,X,Figure from international organizations
FBS,Food Balances (2010-),70,French Polynesia,511,Total Population - Both sexes,2501,Population,2020,2020,1000 No,280.91,X,Figure from international organizations
FBS,Food Balances (2010-),70,French Polynesia,5301,Domestic supply quantity,2501,Population,2010,2010,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),70,French Polynesia,5301,Domestic supply quantity,2501,Population,2011,2011,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),70,French Polynesia,5301,Domestic supply quantity,2501,Population,2012,2012,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),70,French Polynesia,5301,Domestic supply quantity,2501,Population,2013,2013,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),70,French Polynesia,5301,Domestic supply quantity,2501,Population,2014,2014,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),70,French Polynesia,5301,Domestic supply quantity,2501,Population,2015,2015,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),70,French Polynesia,5301,Domestic supply quantity,2501,Population,2016,2016,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),70,French Polynesia,5301,Domestic supply quantity,2501,Population,2017,2017,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),70,French Polynesia,5301,Domestic supply quantity,2501,Population,2018,2018,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),70,French Polynesia,5301,Domestic supply quantity,2501,Population,2019,2019,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),70,French Polynesia,5301,Domestic supply quantity,2501,Population,2020,2020,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),74,Gabon,511,Total Population - Both sexes,2501,Population,2010,2010,1000 No,1624,X,Figure from international organizations
FBS,Food Balances (2010-),74,Gabon,511,Total Population - Both sexes,2501,Population,2011,2011,1000 No,1685,X,Figure from international organizations
FBS,Food Balances (2010-),74,Gabon,511,Total Population - Both sexes,2501,Population,2012,2012,1000 No,1750,X,Figure from international organizations
FBS,Food Balances (2010-),74,Gabon,511,Total Population - Both sexes,2501,Population,2013,2013,1000 No,1817,X,Figure from international organizations
FBS,Food Balances (2010-),74,Gabon,511,Total Population - Both sexes,2501,Population,2014,2014,1000 No,1884,X,Figure from international organizations
FBS,Food Balances (2010-),74,Gabon,511,Total Population - Both sexes,2501,Population,2015,2015,1000 No,1948,X,Figure from international organizations
FBS,Food Balances (2010-),74,Gabon,511,Total Population - Both sexes,2501,Population,2016,2016,1000 No,2008,X,Figure from international organizations
FBS,Food Balances (2010-),74,Gabon,511,Total Population - Both sexes,2501,Population,2017,2017,1000 No,2065,X,Figure from international organizations
FBS,Food Balances (2010-),74,Gabon,511,Total Population - Both sexes,2501,Population,2018,2018,1000 No,2119,X,Figure from international organizations
FBS,Food Balances (2010-),74,Gabon,511,Total Population - Both sexes,2501,Population,2019,2019,1000 No,2172.58,X,Figure from international organizations
FBS,Food Balances (2010-),74,Gabon,511,Total Population - Both sexes,2501,Population,2020,2020,1000 No,2225.73,X,Figure from international organizations
FBS,Food Balances (2010-),74,Gabon,5301,Domestic supply quantity,2501,Population,2010,2010,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),74,Gabon,5301,Domestic supply quantity,2501,Population,2011,2011,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),74,Gabon,5301,Domestic supply quantity,2501,Population,2012,2012,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),74,Gabon,5301,Domestic supply quantity,2501,Population,2013,2013,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),74,Gabon,5301,Domestic supply quantity,2501,Population,2014,2014,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),74,Gabon,5301,Domestic supply quantity,2501,Population,2015,2015,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),74,Gabon,5301,Domestic supply quantity,2501,Population,2016,2016,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),74,Gabon,5301,Domestic supply quantity,2501,Population,2017,2017,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),74,Gabon,5301,Domestic supply quantity,2501,Population,2018,2018,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),74,Gabon,5301,Domestic supply quantity,2501,Population,2019,2019,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),74,Gabon,5301,Domestic supply quantity,2501,Population,2020,2020,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),75,Gambia,511,Total Population - Both sexes,2501,Population,2010,2010,1000 No,1793,X,Figure from international organizations
FBS,Food Balances (2010-),75,Gambia,511,Total Population - Both sexes,2501,Population,2011,2011,1000 No,1848,X,Figure from international organizations
FBS,Food Balances (2010-),75,Gambia,511,Total Population - Both sexes,2501,Population,2012,2012,1000 No,1905,X,Figure from international organizations
FBS,Food Balances (2010-),75,Gambia,511,Total Population - Both sexes,2501,Population,2013,2013,1000 No,1964,X,Figure from international organizations
FBS,Food Balances (2010-),75,Gambia,511,Total Population - Both sexes,2501,Population,2014,2014,1000 No,2024,X,Figure from international organizations
FBS,Food Balances (2010-),75,Gambia,511,Total Population - Both sexes,2501,Population,2015,2015,1000 No,2086,X,Figure from international organizations
FBS,Food Balances (2010-),75,Gambia,511,Total Population - Both sexes,2501,Population,2016,2016,1000 No,2149,X,Figure from international organizations
FBS,Food Balances (2010-),75,Gambia,511,Total Population - Both sexes,2501,Population,2017,2017,1000 No,2214,X,Figure from international organizations
FBS,Food Balances (2010-),75,Gambia,511,Total Population - Both sexes,2501,Population,2018,2018,1000 No,2280,X,Figure from international organizations
FBS,Food Balances (2010-),75,Gambia,511,Total Population - Both sexes,2501,Population,2019,2019,1000 No,2347.71,X,Figure from international organizations
FBS,Food Balances (2010-),75,Gambia,511,Total Population - Both sexes,2501,Population,2020,2020,1000 No,2416.67,X,Figure from international organizations
FBS,Food Balances (2010-),75,Gambia,5301,Domestic supply quantity,2501,Population,2010,2010,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),75,Gambia,5301,Domestic supply quantity,2501,Population,2011,2011,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),75,Gambia,5301,Domestic supply quantity,2501,Population,2012,2012,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),75,Gambia,5301,Domestic supply quantity,2501,Population,2013,2013,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),75,Gambia,5301,Domestic supply quantity,2501,Population,2014,2014,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),75,Gambia,5301,Domestic supply quantity,2501,Population,2015,2015,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),75,Gambia,5301,Domestic supply quantity,2501,Population,2016,2016,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),75,Gambia,5301,Domestic supply quantity,2501,Population,2017,2017,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),75,Gambia,5301,Domestic supply quantity,2501,Population,2018,2018,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),75,Gambia,5301,Domestic supply quantity,2501,Population,2019,2019,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),75,Gambia,5301,Domestic supply quantity,2501,Population,2020,2020,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),73,Georgia,511,Total Population - Both sexes,2501,Population,2010,2010,1000 No,4099,X,Figure from international organizations
FBS,Food Balances (2010-),73,Georgia,511,Total Population - Both sexes,2501,Population,2011,2011,1000 No,4081,X,Figure from international organizations
FBS,Food Balances (2010-),73,Georgia,511,Total Population - Both sexes,2501,Population,2012,2012,1000 No,4064,X,Figure from international organizations
FBS,Food Balances (2010-),73,Georgia,511,Total Population - Both sexes,2501,Population,2013,2013,1000 No,4049,X,Figure from international organizations
FBS,Food Balances (2010-),73,Georgia,511,Total Population - Both sexes,2501,Population,2014,2014,1000 No,4035.31,X,Figure from international organizations
FBS,Food Balances (2010-),73,Georgia,511,Total Population - Both sexes,2501,Population,2015,2015,1000 No,4024.18,X,Figure from international organizations
FBS,Food Balances (2010-),73,Georgia,511,Total Population - Both sexes,2501,Population,2016,2016,1000 No,4015.45,X,Figure from international organizations
FBS,Food Balances (2010-),73,Georgia,511,Total Population - Both sexes,2501,Population,2017,2017,1000 No,4008.72,X,Figure from international organizations
FBS,Food Balances (2010-),73,Georgia,511,Total Population - Both sexes,2501,Population,2018,2018,1000 No,4002.94,X,Figure from international organizations
FBS,Food Balances (2010-),73,Georgia,511,Total Population - Both sexes,2501,Population,2019,2019,1000 No,3996.76,X,Figure from international organizations
FBS,Food Balances (2010-),73,Georgia,511,Total Population - Both sexes,2501,Population,2020,2020,1000 No,3989.17,X,Figure from international organizations
FBS,Food Balances (2010-),73,Georgia,5301,Domestic supply quantity,2501,Population,2010,2010,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),73,Georgia,5301,Domestic supply quantity,2501,Population,2011,2011,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),73,Georgia,5301,Domestic supply quantity,2501,Population,2012,2012,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),73,Georgia,5301,Domestic supply quantity,2501,Population,2013,2013,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),73,Georgia,5301,Domestic supply quantity,2501,Population,2014,2014,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),73,Georgia,5301,Domestic supply quantity,2501,Population,2015,2015,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),73,Georgia,5301,Domestic supply quantity,2501,Population,2016,2016,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),73,Georgia,5301,Domestic supply quantity,2501,Population,2017,2017,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),73,Georgia,5301,Domestic supply quantity,2501,Population,2018,2018,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),73,Georgia,5301,Domestic supply quantity,2501,Population,2019,2019,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),73,Georgia,5301,Domestic supply quantity,2501,Population,2020,2020,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),79,Germany,511,Total Population - Both sexes,2501,Population,2010,2010,1000 No,83017,X,Figure from international organizations
FBS,Food Balances (2010-),79,Germany,511,Total Population - Both sexes,2501,Population,2011,2011,1000 No,82893,X,Figure from international organizations
FBS,Food Balances (2010-),79,Germany,511,Total Population - Both sexes,2501,Population,2012,2012,1000 No,82800,X,Figure from international organizations
FBS,Food Balances (2010-),79,Germany,511,Total Population - Both sexes,2501,Population,2013,2013,1000 No,82727,X,Figure from international organizations
FBS,Food Balances (2010-),79,Germany,511,Total Population - Both sexes,2501,Population,2014,2014,1000 No,81450,X,Figure from international organizations
FBS,Food Balances (2010-),79,Germany,511,Total Population - Both sexes,2501,Population,2015,2015,1000 No,81787,X,Figure from international organizations
FBS,Food Balances (2010-),79,Germany,511,Total Population - Both sexes,2501,Population,2016,2016,1000 No,82194,X,Figure from international organizations
FBS,Food Balances (2010-),79,Germany,511,Total Population - Both sexes,2501,Population,2017,2017,1000 No,82658,X,Figure from international organizations
FBS,Food Balances (2010-),79,Germany,511,Total Population - Both sexes,2501,Population,2018,2018,1000 No,83124,X,Figure from international organizations
FBS,Food Balances (2010-),79,Germany,511,Total Population - Both sexes,2501,Population,2019,2019,1000 No,83517.04,X,Figure from international organizations
FBS,Food Balances (2010-),79,Germany,511,Total Population - Both sexes,2501,Population,2020,2020,1000 No,83783.94,X,Figure from international organizations
FBS,Food Balances (2010-),79,Germany,5301,Domestic supply quantity,2501,Population,2010,2010,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),79,Germany,5301,Domestic supply quantity,2501,Population,2011,2011,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),79,Germany,5301,Domestic supply quantity,2501,Population,2012,2012,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),79,Germany,5301,Domestic supply quantity,2501,Population,2013,2013,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),79,Germany,5301,Domestic supply quantity,2501,Population,2014,2014,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),79,Germany,5301,Domestic supply quantity,2501,Population,2015,2015,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),79,Germany,5301,Domestic supply quantity,2501,Population,2016,2016,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),79,Germany,5301,Domestic supply quantity,2501,Population,2017,2017,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),79,Germany,5301,Domestic supply quantity,2501,Population,2018,2018,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),79,Germany,5301,Domestic supply quantity,2501,Population,2019,2019,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),79,Germany,5301,Domestic supply quantity,2501,Population,2020,2020,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),81,Ghana,511,Total Population - Both sexes,2501,Population,2010,2010,1000 No,24780,X,Figure from international organizations
FBS,Food Balances (2010-),81,Ghana,511,Total Population - Both sexes,2501,Population,2011,2011,1000 No,25388,X,Figure from international organizations
FBS,Food Balances (2010-),81,Ghana,511,Total Population - Both sexes,2501,Population,2012,2012,1000 No,25996,X,Figure from international organizations
FBS,Food Balances (2010-),81,Ghana,511,Total Population - Both sexes,2501,Population,2013,2013,1000 No,26608,X,Figure from international organizations
FBS,Food Balances (2010-),81,Ghana,511,Total Population - Both sexes,2501,Population,2014,2014,1000 No,27224,X,Figure from international organizations
FBS,Food Balances (2010-),81,Ghana,511,Total Population - Both sexes,2501,Population,2015,2015,1000 No,27849,X,Figure from international organizations
FBS,Food Balances (2010-),81,Ghana,511,Total Population - Both sexes,2501,Population,2016,2016,1000 No,28482,X,Figure from international organizations
FBS,Food Balances (2010-),81,Ghana,511,Total Population - Both sexes,2501,Population,2017,2017,1000 No,29121,X,Figure from international organizations
FBS,Food Balances (2010-),81,Ghana,511,Total Population - Both sexes,2501,Population,2018,2018,1000 No,29767,X,Figure from international organizations
FBS,Food Balances (2010-),81,Ghana,511,Total Population - Both sexes,2501,Population,2019,2019,1000 No,30417.86,X,Figure from international organizations
FBS,Food Balances (2010-),81,Ghana,511,Total Population - Both sexes,2501,Population,2020,2020,1000 No,31072.94,X,Figure from international organizations
FBS,Food Balances (2010-),81,Ghana,5301,Domestic supply quantity,2501,Population,2010,2010,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),81,Ghana,5301,Domestic supply quantity,2501,Population,2011,2011,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),81,Ghana,5301,Domestic supply quantity,2501,Population,2012,2012,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),81,Ghana,5301,Domestic supply quantity,2501,Population,2013,2013,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),81,Ghana,5301,Domestic supply quantity,2501,Population,2014,2014,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),81,Ghana,5301,Domestic supply quantity,2501,Population,2015,2015,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),81,Ghana,5301,Domestic supply quantity,2501,Population,2016,2016,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),81,Ghana,5301,Domestic supply quantity,2501,Population,2017,2017,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),81,Ghana,5301,Domestic supply quantity,2501,Population,2018,2018,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),81,Ghana,5301,Domestic supply quantity,2501,Population,2019,2019,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),81,Ghana,5301,Domestic supply quantity,2501,Population,2020,2020,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),84,Greece,511,Total Population - Both sexes,2501,Population,2010,2010,1000 No,11110,X,Figure from international organizations
FBS,Food Balances (2010-),84,Greece,511,Total Population - Both sexes,2501,Population,2011,2011,1000 No,11119,X,Figure from international organizations
FBS,Food Balances (2010-),84,Greece,511,Total Population - Both sexes,2501,Population,2012,2012,1000 No,11125,X,Figure from international organizations
FBS,Food Balances (2010-),84,Greece,511,Total Population - Both sexes,2501,Population,2013,2013,1000 No,11128,X,Figure from international organizations
FBS,Food Balances (2010-),84,Greece,511,Total Population - Both sexes,2501,Population,2014,2014,1000 No,10701,X,Figure from international organizations
FBS,Food Balances (2010-),84,Greece,511,Total Population - Both sexes,2501,Population,2015,2015,1000 No,10660,X,Figure from international organizations
FBS,Food Balances (2010-),84,Greece,511,Total Population - Both sexes,2501,Population,2016,2016,1000 No,10615,X,Figure from international organizations
FBS,Food Balances (2010-),84,Greece,511,Total Population - Both sexes,2501,Population,2017,2017,1000 No,10569,X,Figure from international organizations
FBS,Food Balances (2010-),84,Greece,511,Total Population - Both sexes,2501,Population,2018,2018,1000 No,10522,X,Figure from international organizations
FBS,Food Balances (2010-),84,Greece,511,Total Population - Both sexes,2501,Population,2019,2019,1000 No,10473.45,X,Figure from international organizations
FBS,Food Balances (2010-),84,Greece,511,Total Population - Both sexes,2501,Population,2020,2020,1000 No,10423.05,X,Figure from international organizations
FBS,Food Balances (2010-),84,Greece,5301,Domestic supply quantity,2501,Population,2010,2010,1000 t,0,I,Imputed value
