"ref_area.label","indicator.label","source.label","sex.label","classif1.label","classif2.label","time","obs_value","obs_status.label","note_source.label"
"Ethiopia","Children in employment by sex, age and economic activity (thousands)","CLS - National Child Labour Survey","Sex: Female","Age (Child labour bands): '5-11","Economic activity (Broad sector): Total","2015",3530.2,,"Repository: ILO-STATISTICS - Micro data processing"
"Ethiopia","Children in employment by sex, age and economic activity (thousands)","CLS - National Child Labour Survey","Sex: Female","Age (Child labour bands): '5-11","Economic activity (Broad sector): Agriculture","2015",3227.081,,"Repository: ILO-STATISTICS - Micro data processing"
"Ethiopia","Children in employment by sex, age and economic activity (thousands)","CLS - National Child Labour Survey","Sex: Female","Age (Child labour bands): '5-11","Economic activity (Broad sector): Industry","2015",136.995,,"Repository: ILO-STATISTICS - Micro data processing"
"Ethiopia","Children in employment by sex, age and economic activity (thousands)","CLS - National Child Labour Survey","Sex: Female","Age (Child labour bands): '5-11","Economic activity (Broad sector): Services","2015",166.125,,"Repository: ILO-STATISTICS - Micro data processing"
"Ethiopia","Children in employment by sex, age and economic activity (thousands)","CLS - National Child Labour Survey","Sex: Female","Age (Child labour bands): 12-14","Economic activity (Broad sector): Total","2015",2161.501,,"Repository: ILO-STATISTICS - Micro data processing"
"Ethiopia","Children in employment by sex, age and economic activity (thousands)","CLS - National Child Labour Survey","Sex: Female","Age (Child labour bands): 12-14","Economic activity (Broad sector): Agriculture","2015",1817.169,,"Repository: ILO-STATISTICS - Micro data processing"
"Ethiopia","Children in employment by sex, age and economic activity (thousands)","CLS - National Child Labour Survey","Sex: Female","Age (Child labour bands): 12-14","Economic activity (Broad sector): Industry","2015",129.126,,"Repository: ILO-STATISTICS - Micro data processing"
"Ethiopia","Children in employment by sex, age and economic activity (thousands)","CLS - National Child Labour Survey","Sex: Female","Age (Child labour bands): 12-14","Economic activity (Broad sector): Services","2015",215.207,,"Repository: ILO-STATISTICS - Micro data processing"
"Ethiopia","Children in employment by sex, age and economic activity (thousands)","CLS - National Child Labour Survey","Sex: Female","Age (Child labour bands): 15-17","Economic activity (Broad sector): Total","2015",1567.497,,"Repository: ILO-STATISTICS - Micro data processing"
"Ethiopia","Children in employment by sex, age and economic activity (thousands)","CLS - National Child Labour Survey","Sex: Female","Age (Child labour bands): 15-17","Economic activity (Broad sector): Agriculture","2015",1116.494,,"Repository: ILO-STATISTICS - Micro data processing"
"Ethiopia","Children in employment by sex, age and economic activity (thousands)","CLS - National Child Labour Survey","Sex: Female","Age (Child labour bands): 15-17","Economic activity (Broad sector): Industry","2015",120.252,,"Repository: ILO-STATISTICS - Micro data processing"
"Ethiopia","Children in employment by sex, age and economic activity (thousands)","CLS - National Child Labour Survey","Sex: Female","Age (Child labour bands): 15-17","Economic activity (Broad sector): Services","2015",330.751,,"Repository: ILO-STATISTICS - Micro data processing"
"Georgia","Children in employment by sex, age and economic activity (thousands)","CLS - National Child Labour Survey","Sex: Total","Age (Child labour bands): '5-17","Economic activity (Broad sector): Total","2015",33.664,,"Repository: ILO-STATISTICS - Micro data processing"
"Georgia","Children in employment by sex, age and economic activity (thousands)","CLS - National Child Labour Survey","Sex: Total","Age (Child labour bands): '5-17","Economic activity (Broad sector): Agriculture","2015",27.807,,"Repository: ILO-STATISTICS - Micro data processing"
"Georgia","Children in employment by sex, age and economic activity (thousands)","CLS - National Child Labour Survey","Sex: Total","Age (Child labour bands): '5-17","Economic activity (Broad sector): Industry","2015",1.767,,"Repository: ILO-STATISTICS - Micro data processing"
"Georgia","Children in employment by sex, age and economic activity (thousands)","CLS - National Child Labour Survey","Sex: Total","Age (Child labour bands): '5-17","Economic activity (Broad sector): Services","2015",2.917,,"Repository: ILO-STATISTICS - Micro data processing"
"Georgia","Children in employment by sex, age and economic activity (thousands)","CLS - National Child Labour Survey","Sex: Total","Age (Child labour bands): '5-17","Economic activity (Broad sector): Not classified","2015",1.173,,"Repository: ILO-STATISTICS - Micro data processing"
"Georgia","Children in employment by sex, age and economic activity (thousands)","CLS - National Child Labour Survey","Sex: Total","Age (Child labour bands): '5-11","Economic activity (Broad sector): Total","2015",8.085,,"Repository: ILO-STATISTICS - Micro data processing"
"Georgia","Children in employment by sex, age and economic activity (thousands)","CLS - National Child Labour Survey","Sex: Total","Age (Child labour bands): '5-11","Economic activity (Broad sector): Agriculture","2015",7.27,,"Repository: ILO-STATISTICS - Micro data processing"
"Georgia","Children in employment by sex, age and economic activity (thousands)","CLS - National Child Labour Survey","Sex: Total","Age (Child labour bands): '5-11","Economic activity (Broad sector): Industry","2015",,"Unreliable","Repository: ILO-STATISTICS - Micro data processing"
"Georgia","Children in employment by sex, age and economic activity (thousands)","CLS - National Child Labour Survey","Sex: Total","Age (Child labour bands): '5-11","Economic activity (Broad sector): Services","2015",,"Unreliable","Repository: ILO-STATISTICS - Micro data processing"
"Georgia","Children in employment by sex, age and economic activity (thousands)","CLS - National Child Labour Survey","Sex: Total","Age (Child labour bands): '5-11","Economic activity (Broad sector): Not classified","2015",0.578,"Unreliable","Repository: ILO-STATISTICS - Micro data processing"
"Georgia","Children in employment by sex, age and economic activity (thousands)","CLS - National Child Labour Survey","Sex: Total","Age (Child labour bands): 12-14","Economic activity (Broad sector): Total","2015",8.648,,"Repository: ILO-STATISTICS - Micro data processing"
"Georgia","Children in employment by sex, age and economic activity (thousands)","CLS - National Child Labour Survey","Sex: Total","Age (Child labour bands): 12-14","Economic activity (Broad sector): Agriculture","2015",7.746,,"Repository: ILO-STATISTICS - Micro data processing"
"Georgia","Children in employment by sex, age and economic activity (thousands)","CLS - National Child Labour Survey","Sex: Total","Age (Child labour bands): 12-14","Economic activity (Broad sector): Industry","2015",0.418,"Unreliable","Repository: ILO-STATISTICS - Micro data processing"
"Georgia","Children in employment by sex, age and economic activity (thousands)","CLS - National Child Labour Survey","Sex: Total","Age (Child labour bands): 12-14","Economic activity (Broad sector): Services","2015",0.258,"Unreliable","Repository: ILO-STATISTICS - Micro data processing"
"Georgia","Children in employment by sex, age and economic activity (thousands)","CLS - National Child Labour Survey","Sex: Total","Age (Child labour bands): 12-14","Economic activity (Broad sector): Not classified","2015",0.226,"Unreliable","Repository: ILO-STATISTICS - Micro data processing"
"Georgia","Children in employment by sex, age and economic activity (thousands)","CLS - National Child Labour Survey","Sex: Total","Age (Child labour bands): 15-17","Economic activity (Broad sector): Total","2015",16.931,,"Repository: ILO-STATISTICS - Micro data processing"
"Georgia","Children in employment by sex, age and economic activity (thousands)","CLS - National Child Labour Survey","Sex: Total","Age (Child labour bands): 15-17","Economic activity (Broad sector): Agriculture","2015",12.791,,"Repository: ILO-STATISTICS - Micro data processing"
"Georgia","Children in employment by sex, age and economic activity (thousands)","CLS - National Child Labour Survey","Sex: Total","Age (Child labour bands): 15-17","Economic activity (Broad sector): Industry","2015",1.157,,"Repository: ILO-STATISTICS - Micro data processing"
"Georgia","Children in employment by sex, age and economic activity (thousands)","CLS - National Child Labour Survey","Sex: Total","Age (Child labour bands): 15-17","Economic activity (Broad sector): Services","2015",2.615,,"Repository: ILO-STATISTICS - Micro data processing"
"Georgia","Children in employment by sex, age and economic activity (thousands)","CLS - National Child Labour Survey","Sex: Total","Age (Child labour bands): 15-17","Economic activity (Broad sector): Not classified","2015",0.369,"Unreliable","Repository: ILO-STATISTICS - Micro data processing"
"Georgia","Children in employment by sex, age and economic activity (thousands)","CLS - National Child Labour Survey","Sex: Male","Age (Child labour bands): '5-17","Economic activity (Broad sector): Total","2015",25.739,,"Repository: ILO-STATISTICS - Micro data processing"
"Georgia","Children in employment by sex, age and economic activity (thousands)","CLS - National Child Labour Survey","Sex: Male","Age (Child labour bands): '5-17","Economic activity (Broad sector): Agriculture","2015",21.232,,"Repository: ILO-STATISTICS - Micro data processing"
"Georgia","Children in employment by sex, age and economic activity (thousands)","CLS - National Child Labour Survey","Sex: Male","Age (Child labour bands): '5-17","Economic activity (Broad sector): Industry","2015",1.725,,"Repository: ILO-STATISTICS - Micro data processing"
"Georgia","Children in employment by sex, age and economic activity (thousands)","CLS - National Child Labour Survey","Sex: Male","Age (Child labour bands): '5-17","Economic activity (Broad sector): Services","2015",1.762,,"Repository: ILO-STATISTICS - Micro data processing"
"Georgia","Children in employment by sex, age and economic activity (thousands)","CLS - National Child Labour Survey","Sex: Male","Age (Child labour bands): '5-17","Economic activity (Broad sector): Not classified","2015",1.021,,"Repository: ILO-STATISTICS - Micro data processing"
"Georgia","Children in employment by sex, age and economic activity (thousands)","CLS - National Child Labour Survey","Sex: Male","Age (Child labour bands): '5-11","Economic activity (Broad sector): Total","2015",6.086,,"Repository: ILO-STATISTICS - Micro data processing"
"Georgia","Children in employment by sex, age and economic activity (thousands)","CLS - National Child Labour Survey","Sex: Male","Age (Child labour bands): '5-11","Economic activity (Broad sector): Agriculture","2015",5.364,,"Repository: ILO-STATISTICS - Micro data processing"
"Georgia","Children in employment by sex, age and economic activity (thousands)","CLS - National Child Labour Survey","Sex: Male","Age (Child labour bands): '5-11","Economic activity (Broad sector): Industry","2015",,"Unreliable","Repository: ILO-STATISTICS - Micro data processing"
"Georgia","Children in employment by sex, age and economic activity (thousands)","CLS - National Child Labour Survey","Sex: Male","Age (Child labour bands): '5-11","Economic activity (Broad sector): Services","2015",,"Unreliable","Repository: ILO-STATISTICS - Micro data processing"
"Georgia","Children in employment by sex, age and economic activity (thousands)","CLS - National Child Labour Survey","Sex: Male","Age (Child labour bands): '5-11","Economic activity (Broad sector): Not classified","2015",0.499,"Unreliable","Repository: ILO-STATISTICS - Micro data processing"
"Georgia","Children in employment by sex, age and economic activity (thousands)","CLS - National Child Labour Survey","Sex: Male","Age (Child labour bands): 12-14","Economic activity (Broad sector): Total","2015",6.461,,"Repository: ILO-STATISTICS - Micro data processing"
"Georgia","Children in employment by sex, age and economic activity (thousands)","CLS - National Child Labour Survey","Sex: Male","Age (Child labour bands): 12-14","Economic activity (Broad sector): Agriculture","2015",5.745,,"Repository: ILO-STATISTICS - Micro data processing"
"Georgia","Children in employment by sex, age and economic activity (thousands)","CLS - National Child Labour Survey","Sex: Male","Age (Child labour bands): 12-14","Economic activity (Broad sector): Industry","2015",0.418,"Unreliable","Repository: ILO-STATISTICS - Micro data processing"
"Georgia","Children in employment by sex, age and economic activity (thousands)","CLS - National Child Labour Survey","Sex: Male","Age (Child labour bands): 12-14","Economic activity (Broad sector): Services","2015",,"Unreliable","Repository: ILO-STATISTICS - Micro data processing"
"Georgia","Children in employment by sex, age and economic activity (thousands)","CLS - National Child Labour Survey","Sex: Male","Age (Child labour bands): 12-14","Economic activity (Broad sector): Not classified","2015",0.194,"Unreliable","Repository: ILO-STATISTICS - Micro data processing"
"Georgia","Children in employment by sex, age and economic activity (thousands)","CLS - National Child Labour Survey","Sex: Male","Age (Child labour bands): 15-17","Economic activity (Broad sector): Total","2015",13.193,,"Repository: ILO-STATISTICS - Micro data processing"
"Georgia","Children in employment by sex, age and economic activity (thousands)","CLS - National Child Labour Survey","Sex: Male","Age (Child labour bands): 15-17","Economic activity (Broad sector): Agriculture","2015",10.122,,"Repository: ILO-STATISTICS - Micro data processing"
"Georgia","Children in employment by sex, age and economic activity (thousands)","CLS - National Child Labour Survey","Sex: Male","Age (Child labour bands): 15-17","Economic activity (Broad sector): Industry","2015",1.115,,"Repository: ILO-STATISTICS - Micro data processing"
"Georgia","Children in employment by sex, age and economic activity (thousands)","CLS - National Child Labour Survey","Sex: Male","Age (Child labour bands): 15-17","Economic activity (Broad sector): Services","2015",1.626,,"Repository: ILO-STATISTICS - Micro data processing"
"Georgia","Children in employment by sex, age and economic activity (thousands)","CLS - National Child Labour Survey","Sex: Male","Age (Child labour bands): 15-17","Economic activity (Broad sector): Not classified","2015",0.328,"Unreliable","Repository: ILO-STATISTICS - Micro data processing"
"Georgia","Children in employment by sex, age and economic activity (thousands)","CLS - National Child Labour Survey","Sex: Female","Age (Child labour bands): '5-17","Economic activity (Broad sector): Total","2015",7.925,,"Repository: ILO-STATISTICS - Micro data processing"
"Georgia","Children in employment by sex, age and economic activity (thousands)","CLS - National Child Labour Survey","Sex: Female","Age (Child labour bands): '5-17","Economic activity (Broad sector): Agriculture","2015",6.575,,"Repository: ILO-STATISTICS - Micro data processing"
"Georgia","Children in employment by sex, age and economic activity (thousands)","CLS - National Child Labour Survey","Sex: Female","Age (Child labour bands): '5-17","Economic activity (Broad sector): Industry","2015",,"Unreliable","Repository: ILO-STATISTICS - Micro data processing"
"Georgia","Children in employment by sex, age and economic activity (thousands)","CLS - National Child Labour Survey","Sex: Female","Age (Child labour bands): '5-17","Economic activity (Broad sector): Services","2015",1.156,,"Repository: ILO-STATISTICS - Micro data processing"
"Georgia","Children in employment by sex, age and economic activity (thousands)","CLS - National Child Labour Survey","Sex: Female","Age (Child labour bands): '5-17","Economic activity (Broad sector): Not classified","2015",,"Unreliable","Repository: ILO-STATISTICS - Micro data processing"
"Georgia","Children in employment by sex, age and economic activity (thousands)","CLS - National Child Labour Survey","Sex: Female","Age (Child labour bands): '5-11","Economic activity (Broad sector): Total","2015",1.999,,"Repository: ILO-STATISTICS - Micro data processing"
"Georgia","Children in employment by sex, age and economic activity (thousands)","CLS - National Child Labour Survey","Sex: Female","Age (Child labour bands): '5-11","Economic activity (Broad sector): Agriculture","2015",1.906,,"Repository: ILO-STATISTICS - Micro data processing"
"Georgia","Children in employment by sex, age and economic activity (thousands)","CLS - National Child Labour Survey","Sex: Female","Age (Child labour bands): '5-11","Economic activity (Broad sector): Services","2015",,"Unreliable","Repository: ILO-STATISTICS - Micro data processing"
"Georgia","Children in employment by sex, age and economic activity (thousands)","CLS - National Child Labour Survey","Sex: Female","Age (Child labour bands): '5-11","Economic activity (Broad sector): Not classified","2015",,"Unreliable","Repository: ILO-STATISTICS - Micro data processing"
"Georgia","Children in employment by sex, age and economic activity (thousands)","CLS - National Child Labour Survey","Sex: Female","Age (Child labour bands): 12-14","Economic activity (Broad sector): Total","2015",2.187,,"Repository: ILO-STATISTICS - Micro data processing"
"Georgia","Children in employment by sex, age and economic activity (thousands)","CLS - National Child Labour Survey","Sex: Female","Age (Child labour bands): 12-14","Economic activity (Broad sector): Agriculture","2015",2.001,,"Repository: ILO-STATISTICS - Micro data processing"
"Georgia","Children in employment by sex, age and economic activity (thousands)","CLS - National Child Labour Survey","Sex: Female","Age (Child labour bands): 12-14","Economic activity (Broad sector): Services","2015",0.154,"Unreliable","Repository: ILO-STATISTICS - Micro data processing"
"Georgia","Children in employment by sex, age and economic activity (thousands)","CLS - National Child Labour Survey","Sex: Female","Age (Child labour bands): 12-14","Economic activity (Broad sector): Not classified","2015",,"Unreliable","Repository: ILO-STATISTICS - Micro data processing"
"Georgia","Children in employment by sex, age and economic activity (thousands)","CLS - National Child Labour Survey","Sex: Female","Age (Child labour bands): 15-17","Economic activity (Broad sector): Total","2015",3.739,,"Repository: ILO-STATISTICS - Micro data processing"
"Georgia","Children in employment by sex, age and economic activity (thousands)","CLS - National Child Labour Survey","Sex: Female","Age (Child labour bands): 15-17","Economic activity (Broad sector): Agriculture","2015",2.668,,"Repository: ILO-STATISTICS - Micro data processing"
"Georgia","Children in employment by sex, age and economic activity (thousands)","CLS - National Child Labour Survey","Sex: Female","Age (Child labour bands): 15-17","Economic activity (Broad sector): Industry","2015",,"Unreliable","Repository: ILO-STATISTICS - Micro data processing"
"Georgia","Children in employment by sex, age and economic activity (thousands)","CLS - National Child Labour Survey","Sex: Female","Age (Child labour bands): 15-17","Economic activity (Broad sector): Services","2015",0.988,,"Repository: ILO-STATISTICS - Micro data processing"
"Georgia","Children in employment by sex, age and economic activity (thousands)","CLS - National Child Labour Survey","Sex: Female","Age (Child labour bands): 15-17","Economic activity (Broad sector): Not classified","2015",,"Unreliable","Repository: ILO-STATISTICS - Micro data processing"
"Guatemala","Children in employment by sex, age and economic activity (thousands)","LFS - Monthly Employment and Income Survey","Sex: Total","Age (Child labour bands): 12-14","Economic activity (Broad sector): Total","2017",230.505,,"Repository: ILO-STATISTICS - Micro data processing"
"Guatemala","Children in employment by sex, age and economic activity (thousands)","LFS - Monthly Employment and Income Survey","Sex: Total","Age (Child labour bands): 12-14","Economic activity (Broad sector): Agriculture","2017",155.273,,"Repository: ILO-STATISTICS - Micro data processing"
"Guatemala","Children in employment by sex, age and economic activity (thousands)","LFS - Monthly Employment and Income Survey","Sex: Total","Age (Child labour bands): 12-14","Economic activity (Broad sector): Industry","2017",23.534,,"Repository: ILO-STATISTICS - Micro data processing"
"Guatemala","Children in employment by sex, age and economic activity (thousands)","LFS - Monthly Employment and Income Survey","Sex: Total","Age (Child labour bands): 12-14","Economic activity (Broad sector): Services","2017",51.698,,"Repository: ILO-STATISTICS - Micro data processing"
"Guatemala","Children in employment by sex, age and economic activity (thousands)","LFS - Monthly Employment and Income Survey","Sex: Total","Age (Child labour bands): 15-17","Economic activity (Broad sector): Total","2017",427.893,,"Repository: ILO-STATISTICS - Micro data processing"
"Guatemala","Children in employment by sex, age and economic activity (thousands)","LFS - Monthly Employment and Income Survey","Sex: Total","Age (Child labour bands): 15-17","Economic activity (Broad sector): Agriculture","2017",223.391,,"Repository: ILO-STATISTICS - Micro data processing"
"Guatemala","Children in employment by sex, age and economic activity (thousands)","LFS - Monthly Employment and Income Survey","Sex: Total","Age (Child labour bands): 15-17","Economic activity (Broad sector): Industry","2017",73.55,,"Repository: ILO-STATISTICS - Micro data processing"
"Guatemala","Children in employment by sex, age and economic activity (thousands)","LFS - Monthly Employment and Income Survey","Sex: Total","Age (Child labour bands): 15-17","Economic activity (Broad sector): Services","2017",130.952,,"Repository: ILO-STATISTICS - Micro data processing"
"Guatemala","Children in employment by sex, age and economic activity (thousands)","LFS - Monthly Employment and Income Survey","Sex: Male","Age (Child labour bands): 12-14","Economic activity (Broad sector): Total","2017",168.446,,"Repository: ILO-STATISTICS - Micro data processing"
"Guatemala","Children in employment by sex, age and economic activity (thousands)","LFS - Monthly Employment and Income Survey","Sex: Male","Age (Child labour bands): 12-14","Economic activity (Broad sector): Agriculture","2017",134.294,,"Repository: ILO-STATISTICS - Micro data processing"
"Guatemala","Children in employment by sex, age and economic activity (thousands)","LFS - Monthly Employment and Income Survey","Sex: Male","Age (Child labour bands): 12-14","Economic activity (Broad sector): Industry","2017",9.367,"Unreliable","Repository: ILO-STATISTICS - Micro data processing"
"Guatemala","Children in employment by sex, age and economic activity (thousands)","LFS - Monthly Employment and Income Survey","Sex: Male","Age (Child labour bands): 12-14","Economic activity (Broad sector): Services","2017",24.785,,"Repository: ILO-STATISTICS - Micro data processing"
"Guatemala","Children in employment by sex, age and economic activity (thousands)","LFS - Monthly Employment and Income Survey","Sex: Male","Age (Child labour bands): 15-17","Economic activity (Broad sector): Total","2017",313.394,,"Repository: ILO-STATISTICS - Micro data processing"
"Guatemala","Children in employment by sex, age and economic activity (thousands)","LFS - Monthly Employment and Income Survey","Sex: Male","Age (Child labour bands): 15-17","Economic activity (Broad sector): Agriculture","2017",198.985,,"Repository: ILO-STATISTICS - Micro data processing"
"Guatemala","Children in employment by sex, age and economic activity (thousands)","LFS - Monthly Employment and Income Survey","Sex: Male","Age (Child labour bands): 15-17","Economic activity (Broad sector): Industry","2017",47.724,,"Repository: ILO-STATISTICS - Micro data processing"
"Guatemala","Children in employment by sex, age and economic activity (thousands)","LFS - Monthly Employment and Income Survey","Sex: Male","Age (Child labour bands): 15-17","Economic activity (Broad sector): Services","2017",66.686,,"Repository: ILO-STATISTICS - Micro data processing"
"Guatemala","Children in employment by sex, age and economic activity (thousands)","LFS - Monthly Employment and Income Survey","Sex: Female","Age (Child labour bands): 12-14","Economic activity (Broad sector): Total","2017",62.059,,"Repository: ILO-STATISTICS - Micro data processing"
"Guatemala","Children in employment by sex, age and economic activity (thousands)","LFS - Monthly Employment and Income Survey","Sex: Female","Age (Child labour bands): 12-14","Economic activity (Broad sector): Agriculture","2017",20.979,"Unreliable","Repository: ILO-STATISTICS - Micro data processing"
"Guatemala","Children in employment by sex, age and economic activity (thousands)","LFS - Monthly Employment and Income Survey","Sex: Female","Age (Child labour bands): 12-14","Economic activity (Broad sector): Industry","2017",14.167,"Unreliable","Repository: ILO-STATISTICS - Micro data processing"
"Guatemala","Children in employment by sex, age and economic activity (thousands)","LFS - Monthly Employment and Income Survey","Sex: Female","Age (Child labour bands): 12-14","Economic activity (Broad sector): Services","2017",26.913,,"Repository: ILO-STATISTICS - Micro data processing"
"Guatemala","Children in employment by sex, age and economic activity (thousands)","LFS - Monthly Employment and Income Survey","Sex: Female","Age (Child labour bands): 15-17","Economic activity (Broad sector): Total","2017",114.499,,"Repository: ILO-STATISTICS - Micro data processing"
"Guatemala","Children in employment by sex, age and economic activity (thousands)","LFS - Monthly Employment and Income Survey","Sex: Female","Age (Child labour bands): 15-17","Economic activity (Broad sector): Agriculture","2017",24.406,,"Repository: ILO-STATISTICS - Micro data processing"
"Guatemala","Children in employment by sex, age and economic activity (thousands)","LFS - Monthly Employment and Income Survey","Sex: Female","Age (Child labour bands): 15-17","Economic activity (Broad sector): Industry","2017",25.827,,"Repository: ILO-STATISTICS - Micro data processing"
"Guatemala","Children in employment by sex, age and economic activity (thousands)","LFS - Monthly Employment and Income Survey","Sex: Female","Age (Child labour bands): 15-17","Economic activity (Broad sector): Services","2017",64.266,,"Repository: ILO-STATISTICS - Micro data processing"
"Guatemala","Children in employment by sex, age and economic activity (thousands)","LFS - Monthly Employment and Income Survey","Sex: Total","Age (Child labour bands): '5-17","Economic activity (Broad sector): Total","2013",638.413,"Break in series","Repository: ILO-STATISTICS - Micro data processing"
"Guatemala","Children in employment by sex, age and economic activity (thousands)","LFS - Monthly Employment and Income Survey","Sex: Total","Age (Child labour bands): '5-17","Economic activity (Broad sector): Agriculture","2013",344.203,"Break in series","Repository: ILO-STATISTICS - Micro data processing"
"Guatemala","Children in employment by sex, age and economic activity (thousands)","LFS - Monthly Employment and Income Survey","Sex: Total","Age (Child labour bands): '5-17","Economic activity (Broad sector): Industry","2013",87.241,"Break in series","Repository: ILO-STATISTICS - Micro data processing"
"Guatemala","Children in employment by sex, age and economic activity (thousands)","LFS - Monthly Employment and Income Survey","Sex: Total","Age (Child labour bands): '5-17","Economic activity (Broad sector): Services","2013",206.969,"Break in series","Repository: ILO-STATISTICS - Micro data processing"
"Guatemala","Children in employment by sex, age and economic activity (thousands)","LFS - Monthly Employment and Income Survey","Sex: Total","Age (Child labour bands): '5-11","Economic activity (Broad sector): Total","2013",60.427,"Break in series","Repository: ILO-STATISTICS - Micro data processing"
"Guatemala","Children in employment by sex, age and economic activity (thousands)","LFS - Monthly Employment and Income Survey","Sex: Total","Age (Child labour bands): '5-11","Economic activity (Broad sector): Agriculture","2013",36.926,"Break in series","Repository: ILO-STATISTICS - Micro data processing"
"Guatemala","Children in employment by sex, age and economic activity (thousands)","LFS - Monthly Employment and Income Survey","Sex: Total","Age (Child labour bands): '5-11","Economic activity (Broad sector): Industry","2013",4.814,"Unreliable","Repository: ILO-STATISTICS - Micro data processing"
"Guatemala","Children in employment by sex, age and economic activity (thousands)","LFS - Monthly Employment and Income Survey","Sex: Total","Age (Child labour bands): '5-11","Economic activity (Broad sector): Services","2013",18.688,"Break in series","Repository: ILO-STATISTICS - Micro data processing"
"Guatemala","Children in employment by sex, age and economic activity (thousands)","LFS - Monthly Employment and Income Survey","Sex: Total","Age (Child labour bands): 12-14","Economic activity (Broad sector): Total","2013",219.105,"Break in series","Repository: ILO-STATISTICS - Micro data processing"
"Guatemala","Children in employment by sex, age and economic activity (thousands)","LFS - Monthly Employment and Income Survey","Sex: Total","Age (Child labour bands): 12-14","Economic activity (Broad sector): Agriculture","2013",127.312,"Break in series","Repository: ILO-STATISTICS - Micro data processing"
"Guatemala","Children in employment by sex, age and economic activity (thousands)","LFS - Monthly Employment and Income Survey","Sex: Total","Age (Child labour bands): 12-14","Economic activity (Broad sector): Industry","2013",26.149,"Break in series","Repository: ILO-STATISTICS - Micro data processing"
"Guatemala","Children in employment by sex, age and economic activity (thousands)","LFS - Monthly Employment and Income Survey","Sex: Total","Age (Child labour bands): 12-14","Economic activity (Broad sector): Services","2013",65.644,"Break in series","Repository: ILO-STATISTICS - Micro data processing"
"Guatemala","Children in employment by sex, age and economic activity (thousands)","LFS - Monthly Employment and Income Survey","Sex: Total","Age (Child labour bands): 15-17","Economic activity (Broad sector): Total","2013",358.881,"Break in series","Repository: ILO-STATISTICS - Micro data processing"
"Guatemala","Children in employment by sex, age and economic activity (thousands)","LFS - Monthly Employment and Income Survey","Sex: Total","Age (Child labour bands): 15-17","Economic activity (Broad sector): Agriculture","2013",179.965,"Break in series","Repository: ILO-STATISTICS - Micro data processing"
"Guatemala","Children in employment by sex, age and economic activity (thousands)","LFS - Monthly Employment and Income Survey","Sex: Total","Age (Child labour bands): 15-17","Economic activity (Broad sector): Industry","2013",56.279,"Break in series","Repository: ILO-STATISTICS - Micro data processing"
"Guatemala","Children in employment by sex, age and economic activity (thousands)","LFS - Monthly Employment and Income Survey","Sex: Total","Age (Child labour bands): 15-17","Economic activity (Broad sector): Services","2013",122.638,"Break in series","Repository: ILO-STATISTICS - Micro data processing"
"Guatemala","Children in employment by sex, age and economic activity (thousands)","LFS - Monthly Employment and Income Survey","Sex: Male","Age (Child labour bands): '5-17","Economic activity (Broad sector): Total","2013",444.499,"Break in series","Repository: ILO-STATISTICS - Micro data processing"
"Guatemala","Children in employment by sex, age and economic activity (thousands)","LFS - Monthly Employment and Income Survey","Sex: Male","Age (Child labour bands): '5-17","Economic activity (Broad sector): Agriculture","2013",301.91,"Break in series","Repository: ILO-STATISTICS - Micro data processing"
"Guatemala","Children in employment by sex, age and economic activity (thousands)","LFS - Monthly Employment and Income Survey","Sex: Male","Age (Child labour bands): '5-17","Economic activity (Broad sector): Industry","2013",53.076,"Break in series","Repository: ILO-STATISTICS - Micro data processing"
"Guatemala","Children in employment by sex, age and economic activity (thousands)","LFS - Monthly Employment and Income Survey","Sex: Male","Age (Child labour bands): '5-17","Economic activity (Broad sector): Services","2013",89.513,"Break in series","Repository: ILO-STATISTICS - Micro data processing"
"Guatemala","Children in employment by sex, age and economic activity (thousands)","LFS - Monthly Employment and Income Survey","Sex: Male","Age (Child labour bands): '5-11","Economic activity (Broad sector): Total","2013",41.03,"Break in series","Repository: ILO-STATISTICS - Micro data processing"
"Guatemala","Children in employment by sex, age and economic activity (thousands)","LFS - Monthly Employment and Income Survey","Sex: Male","Age (Child labour bands): '5-11","Economic activity (Broad sector): Agriculture","2013",30.552,"Break in series","Repository: ILO-STATISTICS - Micro data processing"
"Guatemala","Children in employment by sex, age and economic activity (thousands)","LFS - Monthly Employment and Income Survey","Sex: Male","Age (Child labour bands): '5-11","Economic activity (Broad sector): Industry","2013",,"Unreliable","Repository: ILO-STATISTICS - Micro data processing"
"Guatemala","Children in employment by sex, age and economic activity (thousands)","LFS - Monthly Employment and Income Survey","Sex: Male","Age (Child labour bands): '5-11","Economic activity (Broad sector): Services","2013",9.128,"Unreliable","Repository: ILO-STATISTICS - Micro data processing"
"Guatemala","Children in employment by sex, age and economic activity (thousands)","LFS - Monthly Employment and Income Survey","Sex: Male","Age (Child labour bands): 12-14","Economic activity (Broad sector): Total","2013",155.708,"Break in series","Repository: ILO-STATISTICS - Micro data processing"
"Guatemala","Children in employment by sex, age and economic activity (thousands)","LFS - Monthly Employment and Income Survey","Sex: Male","Age (Child labour bands): 12-14","Economic activity (Broad sector): Agriculture","2013",111.662,"Break in series","Repository: ILO-STATISTICS - Micro data processing"
"Guatemala","Children in employment by sex, age and economic activity (thousands)","LFS - Monthly Employment and Income Survey","Sex: Male","Age (Child labour bands): 12-14","Economic activity (Broad sector): Industry","2013",12.452,"Unreliable","Repository: ILO-STATISTICS - Micro data processing"
